GUID,",","Series/Group              ,","Slate Start ,","Slate End   ,","Writing Types,",Recorded/Digital,,,",",format of most of the information,",",Anything moving on screen during slate?,
cpb-aacip-41-021c5rj5,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-02c8679w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-02q574f2,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-02q574gr,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-0322815g,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-03228165,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-03228c18,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-03cz98bb,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-03qvb5cf,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-042rbppr,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-042rbpr4,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-042rbpz8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-042rc2v1,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-04dnckg1,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-04dnckms,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-04dnckp5,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-04dnckrj,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-04rjdgkh,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-04rjdgm6,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-04rjdgnw,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-04rjdt75,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-053ffcd0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-053ffqtt,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-053ffrz7,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-05fbgdbn,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-05fbgdfq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-05s7hbbq,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-05s7hbcd,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-0644jck3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-06g1jz73,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-06g1jz8s,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-06sxktp8,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-06sxktrn,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-06sxktsb,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-074tmqfc,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-074tmqqw,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-07gqnm6z,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-07gqp0bj,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-07tmph8r,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-07tmpnkk,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-085hqd4x,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-085hqd70,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-085hqd8p,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-08hdr918,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-08hdrfb3,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-08hdrftr,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-08v9s62c,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-08v9sc2n,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-0966t2p2,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-0966t2rf,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-0966t2s4,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-09j3tzsx,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-09j3tztm,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-09j3tzxp,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-09j3v44q,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-09w0vvjh,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-09w0w19k,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-09w0w8r4,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-09w0w8st,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-09w0w8ww,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-106wwr70,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-106wwrdf,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-106wwxdq,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-10jsxn4b,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-10jsxn9s,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-10jsxsdg,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-10jsz24t,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-10wpzhtw,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-10wpzr62,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-117m0dtd,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-117m0stm,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-117m0sw0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-11kh19nc,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-11kh19tt,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-11kh1ffv,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-11xd26kd,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-11xd26q5,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-11xd26rv,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-11xd26sj,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-1289339t,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-128933kb,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-12m6405g,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-12m64c40,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-12z34vzg,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-12z34w0t,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-12z34w1h,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-12z351j3,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-13905s1f,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-13905scb,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-13905xrj,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-13mw6nv6,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-13mw6nxk,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-13zs7xx6,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-149p8ftv,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-149p8fw7,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-149p8mbg,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-149p8mrr,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-14nk9g11,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-14nk9r51,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-150gbdtg,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-150gbkb3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-15bcc4db,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-15bcc4f1,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-15bcch5q,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-15bcch73,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-15p8d1ht,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-15p8d54v,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-15p8d5b0,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-16c2fsvs,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-16c2fswg,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-16pzh30w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-17crjgfq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-17crjggd,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-17crjgh3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-17crjv95,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-17qnkcb2,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-17qnkccr,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-17qnkcdf,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-182jmf3f,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-18dfn4v3,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-18dfn53k,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-18dfnb25,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-1937pxnp,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-1937pxt4,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-1937pxvt,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-1937pxwh,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-1937q4f3,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-1937q9x1,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-1937qbpv,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-1937qbsx,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-19f4qtkq,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-19f4qtmd,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-19f4qtn3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-19s1rq8x,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-19s1rqjf,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-203xsmdc,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-203xt0ss,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-203xt0xj,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-20ftthfg,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-20sqvcvh,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-20sqvd1m,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-20sqvd29,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-20sqvd4p,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-20sqvd5c,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-20sqvjq1,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-20sqvtjt,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-20sqvtm6,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-20sqvtnw,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-214mw8w4,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-214mw8zh,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-214mw90v,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-214mw91j,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-21ghx608,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-21ghx62n,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-21ghxc6p,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-21ghxjsp,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-21tdz2n4,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-21tdzg28,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-2259zzb7,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-225b032j,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-22h70v6g,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-22v41r56,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-22v41r6w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-23612mxn,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-23hx3j0j,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-23hx3j17,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-23hx3z0d,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-23vt4dtv,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-23vt4jmb,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-23vt4sq0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-23vt4szt,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-246q59f6,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-246q59hk,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-246q59j8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-246q59kz,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-246q59mn,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-246q5q4v,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-24jm66h0,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-24jm66jp,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-24jm66nr,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-24jm6cxj,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-24jm6d6q,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-24jm6drr,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-24wh73bz,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-24wh73gq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-24wh76wz,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-257d801p,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-257d802c,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-257d8032,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-257d805f,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-257d84vv,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-257d85f7,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-257d897q,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-257d8crc,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-257d8cvf,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-25k98w1g,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-25k98w25,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-25k9930b,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-25x69s71,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-25x69s8q,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-25x69xpm,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-25x69zff,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-2683bnt1,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-26m0cjn0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-26m0cp16,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-26m0ct2h,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-26xwdfd1,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-26xwdffq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-26xwdfjs,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-26xwdfm5,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-26xwdkw9,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-278sfb9w,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-278sfbc8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-278sfbdz,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-278sfs4z,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-27zkh43k,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-289gj0wq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-289gj12t,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-289gj146,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-289gj15w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-289gj16k,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-289gj178,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-289gj776,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-28ncjwsf,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-28ncjwt4,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-28nck3f3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-28nck966,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-28nck998,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-2908kshv,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-2908ksp9,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-2908ksq0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-2908kzrz,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-29b5mph8,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-29b5mppq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-29b5n26w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-300zpvs3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-30bvqqwx,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-30bvqqz9,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-30prr87p,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-311ns9jf,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-311nsk9v,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-31cjt1zv,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-31cjt8r9,",","Art's the Thing           ,",",",",",",",,,,",",,",",,
cpb-aacip-41-322bvtb5,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-322bvthm,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-32d7wvjb,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-32d7x2z5,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-32r4xm99,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-32r4z029,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-32r4z0jz,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-3331zh2d,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-3331zh4s,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-3331zh5g,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-3331zwts,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-3331zwvg,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-33dz0ddr,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-33dz0hzr,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-33rv18w5,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-343r25j6,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-34fn329s,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-34fn32jm,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-34fn32k9,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-34fn371j,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-354f4v9h,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-35gb5r6v,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-35gb64pb,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-35t76n4w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-35t76n68,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-35t76n7z,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-35t770rg,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-35t771n2,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-36547hrk,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-36547hwb,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-36547wx7,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-36547x08,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-36tx99c8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-36tx99h1,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-36tx99jq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-36tx99kd,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-36tx9qjk,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-37vmd06k,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-386hdw6w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-386hdw7k,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-386hf0w8,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-386hf1ps,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-386hf23q,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-386hf24d,",","Art's the Thing           ,",",",",",",",,,,",",,",",,
cpb-aacip-41-38jdfrrp,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-38jdfrzt,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-38jdfs05,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-38jdfs5m,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-38w9gnh8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-38w9gnkn,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-38w9gnpq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-38w9h1h3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-3976hjr1,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-3976hjsq,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-39k3jfj9,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-39k3jkh7,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-39k3jkr2,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-39k3jv2h,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-39x0kb3r,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-39x0kbh1,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-39x0kbjq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-39x0kbkd,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-39x0kr7c,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-407wm744,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-407wm776,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
